date,index_price,daily_return,update_time
2023-01-10,133.04781699999995,,2024-12-17 02:53:04
2023-01-11,134.50433200000003,1.0947304757357168,2024-12-17 02:53:04
2023-01-17,134.46184000000008,-0.03159154754952542,2024-12-17 02:53:04
2023-01-18,132.85902299999995,-1.1920236998096523,2024-12-17 02:53:04
2023-01-19,131.31099499999996,-1.1651658766149375,2024-12-17 02:53:04
2023-01-20,133.34892200000002,1.5519850413135972,2024-12-17 02:53:04
2023-01-23,134.73642999999998,1.04050934884945,2024-12-17 02:53:04
2023-01-24,134.710722,-0.01908021460861331,2024-12-17 02:53:04
2023-01-25,134.794097,0.06189188118224109,2024-12-17 02:53:04
2023-01-26,136.4966719999999,1.263093145688643,2024-12-17 02:53:04
2023-01-27,136.09455700000004,-0.2945969261432757,2024-12-17 02:53:04
2023-01-10,133.04781699999995,,2024-12-17 03:01:18
2023-01-11,134.50433200000003,1.0947304757357168,2024-12-17 03:01:18
2023-01-17,134.46184000000008,-0.03159154754952542,2024-12-17 03:01:18
2023-01-18,132.85902299999995,-1.1920236998096523,2024-12-17 03:01:18
2023-01-19,131.31099499999996,-1.1651658766149375,2024-12-17 03:01:18
2023-01-20,133.34892200000002,1.5519850413135972,2024-12-17 03:01:18
2023-01-23,134.73642999999998,1.04050934884945,2024-12-17 03:01:18
2023-01-24,134.710722,-0.01908021460861331,2024-12-17 03:01:18
2023-01-25,134.794097,0.06189188118224109,2024-12-17 03:01:18
2023-01-26,136.4966719999999,1.263093145688643,2024-12-17 03:01:18
2023-01-27,136.09455700000004,-0.2945969261432757,2024-12-17 03:01:18
2023-01-10,133.04781699999995,,2024-12-17 03:21:49
2023-01-11,134.50433200000003,1.0947304757357168,2024-12-17 03:21:49
2023-01-17,134.46184000000008,-0.03159154754952542,2024-12-17 03:21:49
2023-01-18,132.85902299999995,-1.1920236998096523,2024-12-17 03:21:49
2023-01-19,131.31099499999996,-1.1651658766149375,2024-12-17 03:21:49
2023-01-20,133.34892200000002,1.5519850413135972,2024-12-17 03:21:49
2023-01-23,134.73642999999998,1.04050934884945,2024-12-17 03:21:49
2023-01-24,134.710722,-0.01908021460861331,2024-12-17 03:21:49
2023-01-25,134.794097,0.06189188118224109,2024-12-17 03:21:49
2023-01-26,136.4966719999999,1.263093145688643,2024-12-17 03:21:49
2023-01-27,136.09455700000004,-0.2945969261432757,2024-12-17 03:21:49
2023-01-10,133.04781699999995,,2024-12-17 03:22:20
2023-01-11,134.50433200000003,1.0947304757357168,2024-12-17 03:22:20
2023-01-17,134.46184000000008,-0.03159154754952542,2024-12-17 03:22:20
2023-01-18,132.85902299999995,-1.1920236998096523,2024-12-17 03:22:20
2023-01-19,131.31099499999996,-1.1651658766149375,2024-12-17 03:22:20
2023-01-20,133.34892200000002,1.5519850413135972,2024-12-17 03:22:20
2023-01-23,134.73642999999998,1.04050934884945,2024-12-17 03:22:20
2023-01-24,134.710722,-0.01908021460861331,2024-12-17 03:22:20
2023-01-25,134.794097,0.06189188118224109,2024-12-17 03:22:20
2023-01-26,136.4966719999999,1.263093145688643,2024-12-17 03:22:20
2023-01-27,136.09455700000004,-0.2945969261432757,2024-12-17 03:22:20
2023-01-10,133.04781699999995,,2024-12-17 03:22:35
2023-01-11,134.50433200000003,1.0947304757357168,2024-12-17 03:22:35
2023-01-17,134.46184000000008,-0.03159154754952542,2024-12-17 03:22:35
2023-01-18,132.85902299999995,-1.1920236998096523,2024-12-17 03:22:35
2023-01-19,131.31099499999996,-1.1651658766149375,2024-12-17 03:22:35
2023-01-20,133.34892200000002,1.5519850413135972,2024-12-17 03:22:35
2023-01-23,134.73642999999998,1.04050934884945,2024-12-17 03:22:35
2023-01-24,134.710722,-0.01908021460861331,2024-12-17 03:22:35
2023-01-25,134.794097,0.06189188118224109,2024-12-17 03:22:35
2023-01-26,136.4966719999999,1.263093145688643,2024-12-17 03:22:35
2023-01-27,136.09455700000004,-0.2945969261432757,2024-12-17 03:22:35
2023-01-10,133.04781699999995,,2024-12-17 03:22:50
2023-01-11,134.50433200000003,1.0947304757357168,2024-12-17 03:22:50
2023-01-17,134.46184000000008,-0.03159154754952542,2024-12-17 03:22:50
2023-01-18,132.85902299999995,-1.1920236998096523,2024-12-17 03:22:50
2023-01-19,131.31099499999996,-1.1651658766149375,2024-12-17 03:22:50
2023-01-20,133.34892200000002,1.5519850413135972,2024-12-17 03:22:50
2023-01-23,134.73642999999998,1.04050934884945,2024-12-17 03:22:50
2023-01-24,134.710722,-0.01908021460861331,2024-12-17 03:22:50
2023-01-25,134.794097,0.06189188118224109,2024-12-17 03:22:50
2023-01-26,136.4966719999999,1.263093145688643,2024-12-17 03:22:50
2023-01-27,136.09455700000004,-0.2945969261432757,2024-12-17 03:22:50
2023-01-10,133.04781699999995,,2024-12-17 03:23:52
2023-01-11,134.50433200000003,1.0947304757357168,2024-12-17 03:23:52
2023-01-17,134.46184000000008,-0.03159154754952542,2024-12-17 03:23:52
2023-01-18,132.85902299999995,-1.1920236998096523,2024-12-17 03:23:52
2023-01-19,131.31099499999996,-1.1651658766149375,2024-12-17 03:23:52
2023-01-20,133.34892200000002,1.5519850413135972,2024-12-17 03:23:52
2023-01-23,134.73642999999998,1.04050934884945,2024-12-17 03:23:52
2023-01-24,134.710722,-0.01908021460861331,2024-12-17 03:23:52
2023-01-25,134.794097,0.06189188118224109,2024-12-17 03:23:52
2023-01-26,136.4966719999999,1.263093145688643,2024-12-17 03:23:52
2023-01-27,136.09455700000004,-0.2945969261432757,2024-12-17 03:23:52
2023-01-10,133.04781699999995,,2024-12-17 03:24:12
2023-01-11,134.50433200000003,1.0947304757357168,2024-12-17 03:24:12
2023-01-17,134.46184000000008,-0.03159154754952542,2024-12-17 03:24:12
2023-01-18,132.85902299999995,-1.1920236998096523,2024-12-17 03:24:12
2023-01-19,131.31099499999996,-1.1651658766149375,2024-12-17 03:24:12
2023-01-20,133.34892200000002,1.5519850413135972,2024-12-17 03:24:12
2023-01-23,134.73642999999998,1.04050934884945,2024-12-17 03:24:12
2023-01-24,134.710722,-0.01908021460861331,2024-12-17 03:24:12
2023-01-25,134.794097,0.06189188118224109,2024-12-17 03:24:12
2023-01-26,136.4966719999999,1.263093145688643,2024-12-17 03:24:12
2023-01-27,136.09455700000004,-0.2945969261432757,2024-12-17 03:24:12
2023-01-10,133.04781699999995,,2024-12-17 03:25:27
2023-01-11,134.50433200000003,1.0947304757357168,2024-12-17 03:25:27
2023-01-17,134.46184000000008,-0.03159154754952542,2024-12-17 03:25:27
2023-01-18,132.85902299999995,-1.1920236998096523,2024-12-17 03:25:27
2023-01-19,131.31099499999996,-1.1651658766149375,2024-12-17 03:25:27
2023-01-20,133.34892200000002,1.5519850413135972,2024-12-17 03:25:27
2023-01-23,134.73642999999998,1.04050934884945,2024-12-17 03:25:27
2023-01-24,134.710722,-0.01908021460861331,2024-12-17 03:25:27
2023-01-25,134.794097,0.06189188118224109,2024-12-17 03:25:27
2023-01-26,136.4966719999999,1.263093145688643,2024-12-17 03:25:27
2023-01-27,136.09455700000004,-0.2945969261432757,2024-12-17 03:25:27
2023-01-10,133.04781699999995,,2024-12-17 03:26:52
2023-01-11,134.50433200000003,1.0947304757357168,2024-12-17 03:26:52
2023-01-17,134.46184000000008,-0.03159154754952542,2024-12-17 03:26:52
2023-01-18,132.85902299999995,-1.1920236998096523,2024-12-17 03:26:52
2023-01-19,131.31099499999996,-1.1651658766149375,2024-12-17 03:26:52
2023-01-20,133.34892200000002,1.5519850413135972,2024-12-17 03:26:52
2023-01-23,134.73642999999998,1.04050934884945,2024-12-17 03:26:52
2023-01-24,134.710722,-0.01908021460861331,2024-12-17 03:26:52
2023-01-25,134.794097,0.06189188118224109,2024-12-17 03:26:52
2023-01-26,136.4966719999999,1.263093145688643,2024-12-17 03:26:52
2023-01-27,136.09455700000004,-0.2945969261432757,2024-12-17 03:26:52
2023-01-17,134.46184000000008,,2024-12-17 03:28:32
2023-01-18,132.85902299999995,-1.1920236998096523,2024-12-17 03:28:33
2023-01-19,131.31099499999996,-1.1651658766149375,2024-12-17 03:28:33
2023-01-20,133.34892200000002,1.5519850413135972,2024-12-17 03:28:33
2023-01-23,134.73642999999998,1.04050934884945,2024-12-17 03:28:33
2023-01-24,134.710722,-0.01908021460861331,2024-12-17 03:28:33
2023-01-25,134.794097,0.06189188118224109,2024-12-17 03:28:33
2023-01-26,136.4966719999999,1.263093145688643,2024-12-17 03:28:33
2023-01-27,136.09455700000004,-0.2945969261432757,2024-12-17 03:28:33
2023-01-10,133.04781699999995,,2024-12-17 03:28:41
2023-01-11,134.50433200000003,1.0947304757357168,2024-12-17 03:28:41
2023-01-17,134.46184000000008,-0.03159154754952542,2024-12-17 03:28:41
2023-01-18,132.85902299999995,-1.1920236998096523,2024-12-17 03:28:41
2023-01-19,131.31099499999996,-1.1651658766149375,2024-12-17 03:28:41
2023-01-20,133.34892200000002,1.5519850413135972,2024-12-17 03:28:41
2023-01-23,134.73642999999998,1.04050934884945,2024-12-17 03:28:41
2023-01-24,134.710722,-0.01908021460861331,2024-12-17 03:28:41
2023-01-25,134.794097,0.06189188118224109,2024-12-17 03:28:41
2023-01-26,136.4966719999999,1.263093145688643,2024-12-17 03:28:41
2023-01-27,136.09455700000004,-0.2945969261432757,2024-12-17 03:28:41
2023-01-10,133.04781699999995,,2024-12-17 03:28:50
2023-01-11,134.50433200000003,1.0947304757357168,2024-12-17 03:28:50
2023-01-17,134.46184000000008,-0.03159154754952542,2024-12-17 03:28:50
2023-01-18,132.85902299999995,-1.1920236998096523,2024-12-17 03:28:50
2023-01-19,131.31099499999996,-1.1651658766149375,2024-12-17 03:28:50
2023-01-20,133.34892200000002,1.5519850413135972,2024-12-17 03:28:50
2023-01-23,134.73642999999998,1.04050934884945,2024-12-17 03:28:50
2023-01-24,134.710722,-0.01908021460861331,2024-12-17 03:28:50
2023-01-25,134.794097,0.06189188118224109,2024-12-17 03:28:50
2023-01-26,136.4966719999999,1.263093145688643,2024-12-17 03:28:50
2023-01-27,136.09455700000004,-0.2945969261432757,2024-12-17 03:28:50
2023-01-10,133.04781699999995,,2024-12-17 03:28:55
2023-01-11,134.50433200000003,1.0947304757357168,2024-12-17 03:28:55
2023-01-17,134.46184000000008,-0.03159154754952542,2024-12-17 03:28:55
2023-01-10,133.04781699999995,,2024-12-17 03:29:01
2023-01-11,134.50433200000003,1.0947304757357168,2024-12-17 03:29:01
2023-01-17,134.46184000000008,-0.03159154754952542,2024-12-17 03:29:01
2023-01-18,132.85902299999995,-1.1920236998096523,2024-12-17 03:29:01
2023-01-19,131.31099499999996,-1.1651658766149375,2024-12-17 03:29:01
2023-01-20,133.34892200000002,1.5519850413135972,2024-12-17 03:29:01
2023-01-23,134.73642999999998,1.04050934884945,2024-12-17 03:29:01
2023-01-24,134.710722,-0.01908021460861331,2024-12-17 03:29:01
2023-01-25,134.794097,0.06189188118224109,2024-12-17 03:29:01
2023-01-26,136.4966719999999,1.263093145688643,2024-12-17 03:29:01
2023-01-27,136.09455700000004,-0.2945969261432757,2024-12-17 03:29:01
2023-01-10,133.04781699999995,,2024-12-17 03:29:03
2023-01-11,134.50433200000003,1.0947304757357168,2024-12-17 03:29:03
2023-01-17,134.46184000000008,-0.03159154754952542,2024-12-17 03:29:03
2023-01-18,132.85902299999995,-1.1920236998096523,2024-12-17 03:29:03
2023-01-19,131.31099499999996,-1.1651658766149375,2024-12-17 03:29:03
2023-01-20,133.34892200000002,1.5519850413135972,2024-12-17 03:29:03
2023-01-23,134.73642999999998,1.04050934884945,2024-12-17 03:29:03
2023-01-24,134.710722,-0.01908021460861331,2024-12-17 03:29:03
2023-01-25,134.794097,0.06189188118224109,2024-12-17 03:29:03
2023-01-26,136.4966719999999,1.263093145688643,2024-12-17 03:29:03
2023-01-27,136.09455700000004,-0.2945969261432757,2024-12-17 03:29:03
2023-01-10,133.04781699999995,,2024-12-17 03:31:08
2023-01-11,134.50433200000003,1.0947304757357168,2024-12-17 03:31:08
2023-01-17,134.46184000000008,-0.03159154754952542,2024-12-17 03:31:08
2023-01-18,132.85902299999995,-1.1920236998096523,2024-12-17 03:31:08
2023-01-19,131.31099499999996,-1.1651658766149375,2024-12-17 03:31:08
2023-01-20,133.34892200000002,1.5519850413135972,2024-12-17 03:31:08
2023-01-23,134.73642999999998,1.04050934884945,2024-12-17 03:31:08
2023-01-24,134.710722,-0.01908021460861331,2024-12-17 03:31:08
2023-01-25,134.794097,0.06189188118224109,2024-12-17 03:31:08
2023-01-26,136.4966719999999,1.263093145688643,2024-12-17 03:31:08
2023-01-27,136.09455700000004,-0.2945969261432757,2024-12-17 03:31:08
2023-01-10,133.04781699999995,,2024-12-17 03:31:10
2023-01-11,134.50433200000003,1.0947304757357168,2024-12-17 03:31:10
2023-01-17,134.46184000000008,-0.03159154754952542,2024-12-17 03:31:10
2023-01-18,132.85902299999995,-1.1920236998096523,2024-12-17 03:31:10
2023-01-19,131.31099499999996,-1.1651658766149375,2024-12-17 03:31:10
2023-01-20,133.34892200000002,1.5519850413135972,2024-12-17 03:31:10
2023-01-23,134.73642999999998,1.04050934884945,2024-12-17 03:31:10
2023-01-24,134.710722,-0.01908021460861331,2024-12-17 03:31:10
2023-01-25,134.794097,0.06189188118224109,2024-12-17 03:31:10
2023-01-26,136.4966719999999,1.263093145688643,2024-12-17 03:31:10
2023-01-27,136.09455700000004,-0.2945969261432757,2024-12-17 03:31:10
